#%guid=08134ad0-cc68-4b23-38e8-703012641054
cel_files	qc-call-rate-all	qc-call-rate-nsp	qc-call-rate-sty	qc-call-rate-nsp-sty-ovlp	em-cluster-chrX-het-contrast_gender	em-cluster-chrX-het-contrast_gender_chrX_het_rate	contrast-qc	contrast-qc-rand	contrast-qc-nsp	contrast-qc-sty	contrast-qc-nsp-sty-ovlp
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E09_741480.CEL	0.94441	0.95116	0.88728	0.96303	female	0.23933	1.89507	1.89507	2.52000	2.64000	2.54500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C06_772066.CEL	0.96228	0.95630	0.93720	0.97474	female	0.21189	3.12634	3.12634	3.34000	3.38500	3.95500
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D11_755854.CEL	0.96095	0.96530	0.94364	0.96550	female	0.22565	2.46253	2.46253	3.22000	3.24500	3.04000
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D05_755778.CEL	0.96327	0.96144	0.95169	0.96858	female	0.24423	2.14133	2.14133	3.29000	3.41000	3.67000
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_G06_755774.CEL	0.94275	0.93702	0.89211	0.96488	female	0.23549	2.65525	2.65525	2.81000	3.54500	3.31500
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D09_755908.CEL	0.94573	0.94344	0.88567	0.96981	female	0.22779	2.17345	2.17345	3.17500	3.41000	3.56500
GAMMA_p_TCGA_b103_104_SNP_N_GenomeWideSNP_6_D08_755838.CEL	0.96195	0.95630	0.94525	0.97104	female	0.23698	2.94433	2.94433	3.65000	3.27000	3.45000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_A12_772184.CEL	0.94308	0.92674	0.92110	0.95933	female	0.20859	2.37687	2.37687	2.87500	3.27000	3.10500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_G05_799854.CEL	0.86664	0.84319	0.80032	0.90327	female	0.19412	0.10707	0.10707	0.47500	1.15500	1.40500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_C06_800002.CEL	0.92819	0.93059	0.87601	0.94701	female	0.22340	2.20557	2.20557	3.07500	3.25500	3.14500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_D07_799848.CEL	0.95864	0.94344	0.92271	0.97967	female	0.21499	2.61242	2.61242	3.30000	3.56500	3.42500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_D10_799948.CEL	0.89808	0.89460	0.85024	0.91805	female	0.19640	1.10278	1.10278	1.94500	1.96500	1.86000
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_D12_799862.CEL	0.85903	0.83162	0.81159	0.89033	female	0.20003	1.25268	1.25268	1.74000	1.99000	1.86000
EXINE_p_TCGA_b142_SNP_N_GenomeWideSNP_6_G12_802480.CEL	0.95268	0.93959	0.93559	0.96550	female	0.21343	2.50535	2.50535	2.74000	2.92500	3.00000
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_F08_735210.CEL	0.91893	0.89460	0.89211	0.94085	female	0.21281	2.35546	2.35546	2.23000	3.36500	2.98000
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_H08_735314.CEL	0.93183	0.89460	0.89211	0.96488	female	0.24403	1.90578	1.90578	2.63500	2.64000	2.79500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_E10_772162.CEL	0.96956	0.95373	0.96296	0.97967	female	0.24184	1.74518	1.74518	2.34500	2.08500	2.59500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C05_772090.CEL	0.94639	0.92674	0.92754	0.96303	female	0.23521	2.04497	2.04497	2.29000	2.65500	2.74500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C04_772182.CEL	0.96459	0.94344	0.95813	0.97720	female	0.23625	2.05567	2.05567	2.23500	2.50000	2.95500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_G02_772084.CEL	0.96625	0.94602	0.97101	0.97412	female	0.24091	2.39829	2.39829	2.56000	2.96500	2.91000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_G03_772092.CEL	0.96592	0.94730	0.95491	0.97905	female	0.27124	2.01285	2.01285	1.92000	2.41000	2.69000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_A08_772172.CEL	0.95433	0.94730	0.94042	0.96303	female	0.24785	1.79872	1.79872	2.04500	2.26000	2.47000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_F06_772080.CEL	0.95731	0.93445	0.95169	0.97043	female	0.25312	2.05567	2.05567	2.28000	2.49500	2.61500
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_A12_780878.CEL	0.95268	0.93316	0.92432	0.97289	female	0.24882	2.63383	2.63383	2.78000	3.54000	3.54500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_B02_772110.CEL	0.95500	0.93188	0.93559	0.97351	female	0.25336	2.95503	2.95503	2.51500	3.42000	3.41500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C07_772220.CEL	0.97849	0.96787	0.98068	0.98275	female	0.25358	2.82655	2.82655	2.84000	3.18500	3.00000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_F04_772074.CEL	0.95797	0.93316	0.95008	0.97289	female	0.24099	2.19486	2.19486	2.12500	2.59500	2.51500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_D03_772054.CEL	0.96923	0.95887	0.96135	0.97720	female	0.24823	2.63383	2.63383	3.32000	3.70000	3.53000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C10_772106.CEL	0.96062	0.94344	0.95652	0.97043	female	0.23276	2.39829	2.39829	2.56000	3.20500	3.12000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_A10_772192.CEL	0.95566	0.94473	0.93881	0.96734	female	0.25248	2.16274	2.16274	2.31000	3.03500	2.83000
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_A09_777722.CEL	0.97022	0.96915	0.95974	0.97474	female	0.25683	2.98715	2.98715	3.60000	3.74000	3.82000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_C12_780812.CEL	0.97584	0.95887	0.96779	0.98706	female	0.23926	2.54818	2.54818	3.08500	3.21500	3.29500
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_F03_780794.CEL	0.95533	0.94087	0.94203	0.96734	female	0.25408	2.28051	2.28051	2.25500	3.06000	3.02500
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_D04_780848.CEL	0.94474	0.93702	0.92754	0.95502	female	0.24767	2.44111	2.44111	2.69000	3.41000	3.35000
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_G01_787490.CEL	0.96625	0.94730	0.94686	0.98275	female	0.25109	3.24411	3.24411	3.49500	4.32500	4.15000
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_E09_777698.CEL	0.95202	0.93188	0.92754	0.97104	female	0.24027	2.17345	2.17345	3.08000	3.38500	2.93000
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_A12_777694.CEL	0.97287	0.96144	0.96618	0.98090	female	0.26244	3.27623	3.27623	3.83500	4.17500	4.03500
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_C11_777752.CEL	0.96294	0.95373	0.95813	0.96919	female	0.24238	2.76231	2.76231	2.92000	3.55500	3.54500
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_F01_777672.CEL	0.95301	0.93445	0.93237	0.96981	female	0.23378	2.26981	2.26981	2.54500	3.02500	2.93500
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_A04_777608.CEL	0.93415	0.91388	0.89050	0.96057	female	0.23637	1.74518	1.74518	2.62500	3.08000	3.00000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_C03_780880.CEL	0.96261	0.94216	0.95652	0.97474	female	0.23295	2.38758	2.38758	1.91000	2.65000	2.62500
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_C07_780950.CEL	0.88021	0.83676	0.86151	0.90819	female	0.22436	1.57388	1.57388	1.59500	2.32500	2.30500
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_F11_780886.CEL	0.95235	0.93573	0.94686	0.96242	female	0.25365	1.84154	1.84154	2.54000	2.62500	3.06000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_E08_780828.CEL	0.95930	0.94602	0.93237	0.97597	female	0.24184	2.64454	2.64454	3.04000	3.06000	3.15000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_D01_780870.CEL	0.97287	0.95758	0.96457	0.98336	female	0.24515	2.68737	2.68737	3.49000	3.40500	3.67000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_D05_780920.CEL	0.97287	0.96272	0.95974	0.98275	male	0.04313	3.09422	3.09422	3.39000	3.45500	3.75000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_A05_780896.CEL	0.95268	0.95244	0.91626	0.96673	female	0.23201	2.79443	2.79443	3.08000	3.59500	3.59000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_A08_780904.CEL	0.93382	0.91260	0.91626	0.95071	female	0.23603	2.45182	2.45182	2.79000	3.04500	3.24500
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_B01_780942.CEL	0.96459	0.94344	0.96618	0.97412	female	0.27183	2.85867	2.85867	3.06500	3.18000	3.52500
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_G03_780838.CEL	0.96261	0.94987	0.94525	0.97535	female	0.26648	1.91649	1.91649	2.72500	2.88500	2.75500
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_F04_780866.CEL	0.96261	0.94344	0.95974	0.97289	female	0.23928	1.89507	1.89507	2.93500	2.84000	2.81000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_D06_780834.CEL	0.70516	0.69794	0.63446	0.73567	female	0.21986	1.04925	1.04925	1.47500	0.56500	1.71000
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_B03_787522.CEL	0.96625	0.96015	0.94847	0.97597	female	0.24360	2.96574	2.96574	2.53500	3.38000	3.14500
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_D08_787536.CEL	0.97022	0.95630	0.95652	0.98213	female	0.25027	2.83726	2.83726	2.61500	2.77000	3.04500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_E05_799890.CEL	0.84811	0.84062	0.80032	0.86999	female	0.22374	0.64240	0.64240	0.09500	0.71500	1.18000
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_G06_799828.CEL	0.92985	0.91902	0.87923	0.95441	female	0.22796	1.83084	1.83084	2.48500	2.62000	2.83500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_B07_799936.CEL	0.93680	0.91388	0.89694	0.96303	female	0.23193	1.94861	1.94861	2.43500	2.51500	2.47500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_B09_799914.CEL	0.93283	0.92545	0.90660	0.94640	female	0.24047	1.90578	1.90578	2.70500	2.51000	2.89500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_G04_799910.CEL	0.92522	0.90617	0.88245	0.95071	female	0.21383	1.89507	1.89507	2.50000	2.82500	2.53000
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_E06_799904.CEL	0.92852	0.92159	0.87762	0.95132	female	0.24032	2.01285	2.01285	2.76500	2.60500	2.65000
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_E07_799922.CEL	0.91827	0.89974	0.87118	0.94516	female	0.25076	2.22698	2.22698	2.61000	2.75500	2.38500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_B02_799972.CEL	0.97551	0.97044	0.94847	0.98829	female	0.24370	3.01927	3.01927	3.48000	3.68500	3.56000
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_D11_799818.CEL	0.94672	0.93702	0.89533	0.97104	female	0.22775	1.97002	1.97002	2.71500	2.74000	2.88500
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B01_734796.CEL	0.95996	0.95244	0.92754	0.97597	female	0.24135	1.92719	1.92719	2.36500	2.67500	2.48500
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_G05_734630.CEL	0.96128	0.94216	0.94042	0.97843	female	0.23274	3.13704	3.13704	3.08500	3.45500	3.35500
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B02_734656.CEL	0.96360	0.95501	0.94525	0.97474	female	0.24827	2.47323	2.47323	3.13500	3.14500	3.19500
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_E08_735372.CEL	0.91860	0.87789	0.89372	0.94763	female	0.24538	1.75589	1.75589	1.32500	1.74500	2.28000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_F04_734764.CEL	0.85936	0.82391	0.83414	0.88601	female	0.23041	1.28480	1.28480	1.02500	2.07000	2.02500
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H02_734732.CEL	0.94143	0.92802	0.90821	0.96057	female	0.22334	1.93790	1.93790	2.32000	3.01500	2.93000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_H06_734808.CEL	0.70351	0.65810	0.67633	0.73567	unknown	-1.00000	-0.16060	-0.16060	-0.14500	-0.82500	-0.01000
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E07_734760.CEL	0.95930	0.94473	0.95169	0.96919	female	0.24901	2.51606	2.51606	3.20500	4.06000	3.48000
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F04_741576.CEL	0.92158	0.92159	0.87279	0.94023	female	0.23697	1.73448	1.73448	0.39000	0.68500	1.89000
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_H09_741396.CEL	0.96062	0.94859	0.94042	0.97412	female	0.24502	2.23769	2.23769	2.73500	3.08000	3.02000
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G04_741546.CEL	0.96923	0.96915	0.94525	0.97843	female	0.24955	2.52677	2.52677	2.75000	2.67000	2.81500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_D10_741440.CEL	0.91760	0.91517	0.88084	0.93284	female	0.12581	0.48180	0.48180	0.00000	0.06500	0.90500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_G11_741466.CEL	0.96459	0.95630	0.93237	0.98090	female	0.23160	2.53747	2.53747	2.92000	3.14000	3.16000
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_F06_735254.CEL	0.96261	0.94730	0.94847	0.97535	female	0.25462	2.54818	2.54818	2.75000	3.18500	3.42000
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_A09_741454.CEL	0.95963	0.95630	0.92432	0.97474	female	0.25834	1.90578	1.90578	2.50500	2.44000	2.72000
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_C09_735306.CEL	0.89808	0.86761	0.84541	0.93284	female	0.22734	2.05567	2.05567	2.59500	2.95000	3.01500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C11_741500.CEL	0.97617	0.96787	0.96457	0.98460	female	0.25474	2.43041	2.43041	2.81000	2.76500	2.94500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F10_741478.CEL	0.94705	0.92288	0.92754	0.96611	female	0.24251	2.56959	2.56959	3.18500	3.46500	3.41500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F11_741412.CEL	0.96823	0.95373	0.95169	0.98152	female	0.25542	2.35546	2.35546	3.12000	2.99000	3.30500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_B07_741484.CEL	0.96294	0.94730	0.93076	0.98275	female	0.23551	2.25910	2.25910	2.97500	3.19500	3.17500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_E05_741408.CEL	0.96161	0.96658	0.91787	0.97597	female	0.24682	2.67666	2.67666	3.06500	3.64000	3.53000
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C01_741518.CEL	0.94044	0.92802	0.90499	0.95995	female	0.24807	2.56959	2.56959	2.95500	3.72500	3.73500
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_C06_741526.CEL	0.93283	0.91131	0.88567	0.96118	female	0.23581	1.65953	1.65953	2.72500	2.87500	2.66500
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_C07_747898.CEL	0.85903	0.84190	0.80837	0.88663	female	0.21218	-0.01071	-0.01071	-0.06500	0.00000	0.14000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_A04_747948.CEL	0.97055	0.95630	0.95652	0.98275	female	0.26260	2.34475	2.34475	2.37000	2.72000	3.01000
HITCH_p_TCGASNP_b93_N_GenomeWideSNP_6_F05_741516.CEL	0.93547	0.91645	0.91143	0.95379	female	0.26506	1.54176	1.54176	2.13500	2.48000	2.20000
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_G09_735298.CEL	0.89874	0.87147	0.86312	0.92545	female	0.25934	1.49893	1.49893	1.84000	2.05000	1.91500
GHOUL_p_TCGASNP_b85and51R_N_GenomeWideSNP_6_A10_735374.CEL	0.92886	0.90231	0.89533	0.95441	female	0.24835	2.25910	2.25910	2.94500	2.93500	3.53000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_G02_748006.CEL	0.96989	0.95758	0.95652	0.98090	female	0.25585	2.51606	2.51606	3.03500	3.68000	3.57000
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_H05_748022.CEL	0.92290	0.90874	0.89694	0.93962	female	0.25173	2.33405	2.33405	2.39000	2.84500	2.94500
JOUAL_p_TCGA_b96_SNP_N_GenomeWideSNP_6_G06_748042.CEL	0.97651	0.96144	0.96779	0.98706	female	0.24576	3.01927	3.01927	3.32500	3.84500	3.74000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_A07_772118.CEL	0.96128	0.94087	0.95491	0.97351	female	0.25029	2.33405	2.33405	2.42000	3.08000	3.02500
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_F06_778088.CEL	0.94904	0.94087	0.92915	0.96057	female	0.24849	2.25910	2.25910	2.22500	2.71500	2.50000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_E09_772126.CEL	0.95235	0.93445	0.93720	0.96673	female	0.25519	1.63812	1.63812	1.35000	1.86500	2.03000
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_E10_778120.CEL	0.95268	0.92545	0.93237	0.97351	female	0.25586	2.62313	2.62313	2.50000	2.99000	3.04500
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G04_778036.CEL	0.96261	0.94473	0.95169	0.97535	female	0.23841	1.89507	1.89507	1.87000	1.91500	2.24500
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_E05_777624.CEL	0.94209	0.91645	0.93398	0.95749	female	0.22441	2.26981	2.26981	2.87000	3.00500	3.18000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_E12_772100.CEL	0.93250	0.92674	0.92271	0.93900	female	0.21845	0.62099	0.62099	0.00000	0.28500	0.89500
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_C11_777986.CEL	0.95367	0.93188	0.94847	0.96611	female	0.24517	3.04069	3.04069	2.96500	3.44000	3.46000
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_A08_777632.CEL	0.96956	0.96530	0.96296	0.97412	female	0.23222	2.64454	2.64454	2.91000	3.26000	3.29000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_E11_772108.CEL	0.89312	0.85861	0.85024	0.92606	female	0.21774	0.54604	0.54604	0.64000	0.77000	1.03500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C09_772148.CEL	0.94573	0.93445	0.91465	0.96303	female	0.29076	2.01285	2.01285	1.98500	2.87500	2.64500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_D02_772166.CEL	0.95632	0.94087	0.95008	0.96611	female	0.24594	2.30193	2.30193	2.16500	2.64000	2.35000
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_B05_778084.CEL	0.93481	0.90617	0.92271	0.95317	female	0.24481	2.67666	2.67666	2.49000	3.31000	3.11000
BULGY_p_TCGA_bM1_124_SNP_N_GenomeWideSNP_6_E04_780788.CEL	0.97684	0.96401	0.97101	0.98521	female	0.25140	3.04069	3.04069	3.26500	3.53000	3.56500
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_A03_777602.CEL	0.90238	0.89589	0.87279	0.91682	female	0.26011	0.63169	0.63169	1.24000	1.45000	1.55000
CHEEP_p_TCGA_b120_121_SNP_N_GenomeWideSNP_6_A10_777604.CEL	0.96592	0.94730	0.96296	0.97597	female	0.25069	2.41970	2.41970	3.10500	2.95000	2.93500
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_D12_787540.CEL	0.97154	0.96144	0.95652	0.98213	female	0.25553	3.19058	3.19058	3.30500	3.91000	3.73000
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_A10_787634.CEL	0.96823	0.95501	0.95652	0.97905	female	0.23372	2.46253	2.46253	2.45000	3.10000	2.99000
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_F06_787604.CEL	0.96459	0.95501	0.93076	0.98213	female	0.24433	3.37259	3.37259	3.60000	4.45500	4.37500
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_A12_787608.CEL	0.96360	0.93445	0.95008	0.98275	female	0.25248	2.67666	2.67666	2.19500	3.53000	3.00000
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_G02_787526.CEL	0.95036	0.91517	0.94364	0.96981	female	0.23596	2.67666	2.67666	3.00000	3.33000	3.50000
USAGE_p_TCGA_132_133_136_SNP_N_GenomeWideSNP_6_H09_787602.CEL	0.97287	0.96144	0.96940	0.97967	female	0.27159	2.90150	2.90150	3.62500	3.41000	3.54500
WRIED_p_TCGA_143_147_150_Hahn_N_GenomeWideSNP_6_E02_799892.CEL	0.96492	0.95244	0.95169	0.97597	female	0.25300	2.45182	2.45182	3.18000	3.00000	2.75500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_C11_772138.CEL	0.94242	0.91260	0.93559	0.95933	female	0.25476	2.19486	2.19486	1.82500	2.45000	2.76500
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_F01_777970.CEL	0.93283	0.90360	0.91465	0.95379	female	0.20270	1.91649	1.91649	1.82500	2.80000	2.95500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_E07_772228.CEL	0.96459	0.95887	0.94686	0.97412	female	0.21074	2.22698	2.22698	2.08000	2.60500	2.72500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_E06_772216.CEL	0.96228	0.93830	0.95652	0.97597	female	0.26492	1.99143	1.99143	2.22500	2.45000	2.58000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_A11_772112.CEL	0.92919	0.90617	0.90338	0.95009	female	0.24251	1.78801	1.78801	2.03000	2.31500	2.47500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_G04_772104.CEL	0.94838	0.92416	0.93237	0.96611	female	0.24026	1.95931	1.95931	1.51500	2.42500	2.50000
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_F01_772040.CEL	0.91727	0.89846	0.89533	0.93469	female	0.15425	1.17773	1.17773	0.95000	1.06000	1.55500
BEAUX_p_TCGA_b109_SNP_2N_GenomeWideSNP_6_A09_772060.CEL	0.97452	0.96144	0.95974	0.98644	female	0.28440	2.22698	2.22698	2.81500	2.93000	3.08000
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_B06_778130.CEL	0.95764	0.93445	0.93559	0.97720	female	0.28572	2.36617	2.36617	1.97000	2.71500	2.75000
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_D11_777966.CEL	0.96459	0.94987	0.95974	0.97351	female	0.24314	3.24411	3.24411	2.52000	3.61500	3.35500
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_F09_778024.CEL	0.87558	0.83676	0.84058	0.90758	female	0.22588	0.00000	0.00000	-0.11500	-0.24000	0.00000
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_F11_778124.CEL	0.92786	0.91388	0.89050	0.94886	female	0.22512	1.25268	1.25268	0.52500	1.63500	1.72000
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G01_778098.CEL	0.89874	0.86247	0.88567	0.92113	female	0.22324	1.46681	1.46681	1.46500	1.63000	1.87000
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_C12_778064.CEL	0.94838	0.92931	0.92915	0.96488	female	0.25379	2.83726	2.83726	2.44500	3.49000	3.03500
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_B03_778006.CEL	0.89940	0.87532	0.89211	0.91374	female	0.25005	1.49893	1.49893	1.66000	2.08000	2.58000
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_A03_778076.CEL	0.95533	0.92931	0.94686	0.97104	female	0.27252	2.09850	2.09850	2.05500	2.55500	2.35500
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_G02_778008.CEL	0.95334	0.93573	0.94042	0.96673	male	0.06682	2.00214	2.00214	1.93500	2.43500	2.55000
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_A12_778090.CEL	0.95665	0.92931	0.94686	0.97351	female	0.23115	2.59101	2.59101	2.36000	2.63500	2.73500
GOOFS_p_TCGA_b117_118_SNP_N_GenomeWideSNP_6_B04_778150.CEL	0.95400	0.92545	0.94042	0.97289	female	0.32104	2.37687	2.37687	2.30500	2.62000	2.68500
